id,setor,soma_associados,cor_node,cnae_fiscal_principal
83358887,41 - Construção de Edifícios,6,green,4120400
01931281,Outros,23,yellow,9430800
45006823,42 - Obras de Infraestrutura,10,blue,4212000
04984756,Outros,10,yellow,1013902
03178865,Outros,3,yellow,9430800
41250491,41 - Construção de Edifícios,16,green,4120400
58031954,Outros,3,yellow,9491000
49273197,Outros,2,yellow,6493000
39684368,Outros,5,yellow,9499500
01883160,Outros,11,yellow,9430800
10898350,41 - Construção de Edifícios,4,green,4120400
03160202,Outros,2,yellow,9430800
30347291,Outros,4,yellow,9319101
26318791,Outros,15,yellow,9430800
07995123,Outros,4,yellow,9430800
04208540,Outros,5,yellow,4520001
02848944,Outros,10,yellow,4731800
11230954,Outros,6,yellow,9491000
36990916,42 - Obras de Infraestrutura,23,blue,4211101
04960530,Outros,4,yellow,2330302
14085265,Outros,6,yellow,8513900
06859283,41 - Construção de Edifícios,19,green,4120400
22960942,Outros,18,yellow,4731800
03089179,Outros,9,yellow,6491300
00904810,41 - Construção de Edifícios,7,green,4120400
04894309,Outros,7,yellow,1094500
50588778,41 - Construção de Edifícios,3,green,4120400
10349450,Outros,12,yellow,9499500
01813671,Outros,15,yellow,9430800
04551842,Outros,8,yellow,8888888
04535691,Outros,10,yellow,9103100
06165777,Outros,7,yellow,9412099
50221222,Outros,5,yellow,9430800
10339775,Outros,14,yellow,9430800
28681268,42 - Obras de Infraestrutura,17,blue,4222701
55584794,Outros,5,yellow,9430800
17844808,Outros,6,yellow,9412099
05332919,Outros,3,yellow,9430800
83658401,Outros,7,yellow,4511101
34921817,Outros,4,yellow,9430800
42696750,41 - Construção de Edifícios,5,green,4120400
01613851,Outros,9,yellow,4530703
10452277,42 - Obras de Infraestrutura,11,blue,4222701
28098088,Outros,6,yellow,9499500
09502308,Outros,4,yellow,9312300
11605690,Outros,4,yellow,9430800
11008670,Outros,7,yellow,8550301
03938191,41 - Construção de Edifícios,12,green,4120400
32611060,Outros,5,yellow,9491000
49048845,41 - Construção de Edifícios,4,green,4120400
03305090,Outros,15,yellow,9430800
01831006,Outros,3,yellow,9430800
07005751,42 - Obras de Infraestrutura,13,blue,4211101
33141526,Outros,15,yellow,9491000
32190397,Outros,3,yellow,7490199
54631813,42 - Obras de Infraestrutura,2,blue,4213800
02029589,Outros,4,yellow,9430800
04488819,Outros,5,yellow,5510803
48925720,Outros,14,yellow,9430800
07953621,Outros,4,yellow,9430800
04480886,Outros,5,yellow,9430800
23972434,Outros,5,yellow,9430800
29541134,Outros,29,yellow,4399103
07668180,Outros,10,yellow,9499500
53291502,Outros,3,yellow,9430800
36372750,Outros,3,yellow,8622400
25400638,Outros,6,yellow,9430800
47498041,Outros,11,yellow,4321500
51404327,42 - Obras de Infraestrutura,18,blue,4299599
44216917,Outros,3,yellow,9430800
25531230,Outros,2,yellow,9430800
45344812,Outros,8,yellow,9430800
19698084,Outros,7,yellow,9411100
02492051,Outros,4,yellow,9491000
04895066,Outros,8,yellow,2423702
04928479,Outros,8,yellow,8610101
55600414,42 - Obras de Infraestrutura,18,blue,4212000
04933982,68 - Atividades Imobiliárias,5,red,6821802
83573931,Outros,4,yellow,5510803
48748664,Outros,7,yellow,8550301
04657532,Outros,5,yellow,9430800
83214148,Outros,14,yellow,9491000
01055729,Outros,9,yellow,9430800
05442850,68 - Atividades Imobiliárias,16,red,6810201
51649951,Outros,10,yellow,9430800
03012296,Outros,7,yellow,9430800
06859306,Outros,6,yellow,4753900
52041941,Outros,11,yellow,7112000
10898375,Outros,17,yellow,9412099
01871622,Outros,3,yellow,8513900
09181954,Outros,9,yellow,9430800
03156068,Outros,11,yellow,8690999
14721070,Outros,8,yellow,4619200
14498674,Outros,6,yellow,9499500
21271979,Outros,4,yellow,8711504
04846309,Outros,10,yellow,9491000
45942603,Outros,27,yellow,3511502
47610923,Outros,5,yellow,9499500
16791646,Outros,8,yellow,9430800
11273197,Outros,11,yellow,9430800
47214336,41 - Construção de Edifícios,20,green,4120400
55532481,Outros,2,yellow,9430800
54979011,41 - Construção de Edifícios,28,green,4120400
55586704,42 - Obras de Infraestrutura,6,blue,4212000
04986485,41 - Construção de Edifícios,17,green,4110700
09657201,42 - Obras de Infraestrutura,26,blue,4213800
05622680,Outros,4,yellow,9430800
07935899,Outros,6,yellow,8599699
42165186,Outros,37,yellow,9499500
49652509,Outros,8,yellow,9430800
50018529,Outros,9,yellow,6499999
41644046,Outros,6,yellow,8591100
38460522,Outros,3,yellow,9430800
22931471,Outros,12,yellow,2511000
04485288,Outros,9,yellow,9430800
48534274,41 - Construção de Edifícios,16,green,4120400
10647024,Outros,15,yellow,9312300
43194002,42 - Obras de Infraestrutura,8,blue,4222701
05531414,Outros,6,yellow,9430800
12778316,Outros,9,yellow,9499500
30754554,Outros,2,yellow,8660700
05782805,41 - Construção de Edifícios,28,green,4120400
11412157,Outros,4,yellow,8112500
07569921,41 - Construção de Edifícios,13,green,4120400
08201747,41 - Construção de Edifícios,18,green,4120400
05112990,Outros,7,yellow,9491000
02870297,42 - Obras de Infraestrutura,13,blue,4211101
11549018,42 - Obras de Infraestrutura,5,blue,4222701
19275352,Outros,7,yellow,8599699
06980426,68 - Atividades Imobiliárias,10,red,6821802
05312424,42 - Obras de Infraestrutura,14,blue,4222701
01819095,Outros,12,yellow,9430800
57447230,Outros,33,yellow,9499500
05514304,Outros,2,yellow,9430800
13505704,Outros,9,yellow,9491000
46977523,Outros,4,yellow,9430800
28941775,Outros,7,yellow,7020400
56005916,41 - Construção de Edifícios,7,green,4120400
04892092,Outros,3,yellow,8630503
53520855,Outros,5,yellow,9412099
41450630,42 - Obras de Infraestrutura,8,blue,4291000
63848360,Outros,7,yellow,8610101
15597336,Outros,3,yellow,9319101
05247343,Outros,7,yellow,9430800
05612845,Outros,10,yellow,9602501
07260921,Outros,4,yellow,9430800
42636574,Outros,3,yellow,9430800
35345991,42 - Obras de Infraestrutura,3,blue,4211101
46053439,42 - Obras de Infraestrutura,10,blue,4211101
05261425,Outros,4,yellow,9319199
45245872,Outros,11,yellow,9430800
52628936,41 - Construção de Edifícios,10,green,4120400
04907176,Outros,3,yellow,7911200
21825352,68 - Atividades Imobiliárias,9,red,6822600
00494390,Outros,8,yellow,3101200
04363040,Outros,8,yellow,9430800
19318958,41 - Construção de Edifícios,2,green,4120400
04733143,Outros,10,yellow,9412099
04497119,Outros,7,yellow,9430800
00510085,Outros,4,yellow,8640299
63845986,Outros,3,yellow,9312300
23146224,Outros,12,yellow,9430800
07759783,Outros,4,yellow,9430800
24306504,Outros,4,yellow,9491000
05748877,Outros,4,yellow,9491000
63869226,68 - Atividades Imobiliárias,3,red,6821802
03760601,Outros,4,yellow,5229001
05387287,Outros,5,yellow,9411100
01829131,Outros,2,yellow,6010100
05319538,Outros,9,yellow,4731800
43983280,Outros,3,yellow,9491000
35473839,41 - Construção de Edifícios,6,green,4120400
41981831,Outros,18,yellow,9499500
44639331,42 - Obras de Infraestrutura,16,blue,4212000
45429712,Outros,20,yellow,4313400
06297637,Outros,4,yellow,9430800
52748990,Outros,3,yellow,9499500
19000779,Outros,4,yellow,9430800
44273325,Outros,12,yellow,9499500
83374231,Outros,3,yellow,9529102
13266769,Outros,16,yellow,9499500
06344788,42 - Obras de Infraestrutura,16,blue,4299599
55537919,42 - Obras de Infraestrutura,29,blue,4211101
18025830,68 - Atividades Imobiliárias,6,red,6822600
04748231,41 - Construção de Edifícios,5,green,4120400
07967421,Outros,3,yellow,9430800
53472612,42 - Obras de Infraestrutura,8,blue,4222701
02973413,41 - Construção de Edifícios,2,green,4120400
19703108,Outros,9,yellow,9499500
01922510,Outros,8,yellow,9430800
54898502,Outros,21,yellow,4313400
09600303,42 - Obras de Infraestrutura,24,blue,4213800
02816851,Outros,7,yellow,9491000
57901144,Outros,31,yellow,9499500
55391330,Outros,7,yellow,9499500
32913189,Outros,5,yellow,9411100
15714415,Outros,5,yellow,9491000
19259160,Outros,19,yellow,8550302
10828301,Outros,12,yellow,9499500
55062134,Outros,3,yellow,9312300
15313646,Outros,5,yellow,4639701
24837538,Outros,9,yellow,9493600
20127020,Outros,14,yellow,9499500
54508352,Outros,4,yellow,4329104
34670513,Outros,9,yellow,9430800
08519062,Outros,4,yellow,8512100
11575647,Outros,6,yellow,9491000
06814098,Outros,6,yellow,9430800
37657858,Outros,9,yellow,3511502
00573636,Outros,9,yellow,9491000
21417435,Outros,2,yellow,9499500
05650746,Outros,6,yellow,9430800
09301397,Outros,4,yellow,9312300
35519913,Outros,8,yellow,9430800
05222349,41 - Construção de Edifícios,5,green,4120400
57719959,41 - Construção de Edifícios,25,green,4120400
53990822,68 - Atividades Imobiliárias,2,red,6810202
52222822,41 - Construção de Edifícios,8,green,4120400
32349527,Outros,11,yellow,7500100
53913111,42 - Obras de Infraestrutura,13,blue,4211101
53688481,Outros,35,yellow,6462000
43438265,Outros,4,yellow,4781400
23908892,41 - Construção de Edifícios,2,green,4110700
52714865,41 - Construção de Edifícios,26,green,4120400
47762819,42 - Obras de Infraestrutura,4,blue,4211101
11323475,41 - Construção de Edifícios,16,green,4110700
45022856,42 - Obras de Infraestrutura,5,blue,4211101
46515622,42 - Obras de Infraestrutura,20,blue,4299599
46182869,Outros,8,yellow,7729202
53620897,41 - Construção de Edifícios,41,green,4120400
50560053,41 - Construção de Edifícios,27,green,4110700
58460694,41 - Construção de Edifícios,7,green,4110700
42870244,Outros,6,yellow,4774100
39701877,41 - Construção de Edifícios,47,green,4110700
52749841,41 - Construção de Edifícios,26,green,4120400
37567308,41 - Construção de Edifícios,77,green,4110700
58447768,41 - Construção de Edifícios,22,green,4120400
51688868,Outros,5,yellow,7820500
53752478,Outros,9,yellow,4712100
36357201,41 - Construção de Edifícios,65,green,4110700
48905225,41 - Construção de Edifícios,27,green,4110700
56419404,Outros,13,yellow,6201501
28551662,Outros,20,yellow,5510801
55443749,42 - Obras de Infraestrutura,13,blue,4211101
55273088,41 - Construção de Edifícios,22,green,4120400
55044297,41 - Construção de Edifícios,26,green,4110700
83367466,68 - Atividades Imobiliárias,22,red,6821802
58251827,Outros,4,yellow,6462000
58199211,Outros,13,yellow,7112000
16365944,Outros,15,yellow,6462000
32063340,Outros,6,yellow,6911701
57054467,Outros,10,yellow,6463800
29188492,Outros,7,yellow,8211300
36914145,Outros,12,yellow,9512600
06060348,Outros,11,yellow,6622300
48063233,Outros,10,yellow,4633801
40660563,Outros,3,yellow,8660700
26504364,41 - Construção de Edifícios,17,green,4110700
45608047,Outros,5,yellow,4321500
53310898,Outros,8,yellow,3511501
56973785,Outros,17,yellow,6463800
41365205,Outros,9,yellow,5612100
53972553,Outros,5,yellow,4618401
45151564,41 - Construção de Edifícios,6,green,4110700
42285042,Outros,4,yellow,8020002
31255188,Outros,6,yellow,4755503
33202757,Outros,5,yellow,8599604
44376413,Outros,5,yellow,6110803
38284440,Outros,3,yellow,8650004
40391475,42 - Obras de Infraestrutura,10,blue,4221902
38228290,Outros,4,yellow,7112000
40596590,Outros,7,yellow,2542000
83580423,Outros,29,yellow,6920601
51072301,Outros,14,yellow,6201501
25261893,Outros,11,yellow,1510600
34859124,Outros,3,yellow,4646002
26233642,Outros,7,yellow,4757100
48221291,Outros,7,yellow,4619200
49071390,Outros,6,yellow,5611203
55705246,68 - Atividades Imobiliárias,27,red,6821801
83338145,Outros,5,yellow,4782202
57243881,Outros,7,yellow,4723700
40390227,42 - Obras de Infraestrutura,10,blue,4221902
48705515,Outros,9,yellow,6202300
29318625,Outros,15,yellow,3321000
14929530,Outros,4,yellow,0133401
01344200,Outros,14,yellow,6911701
06292649,Outros,5,yellow,8512100
19844527,Outros,3,yellow,8630501
28463128,Outros,4,yellow,4619200
09162657,41 - Construção de Edifícios,6,green,4110700
83874859,Outros,7,yellow,5510801
40973845,Outros,5,yellow,7020400
03502187,Outros,5,yellow,4782201
24092424,Outros,7,yellow,7020400
57901736,41 - Construção de Edifícios,23,green,4110700
46532733,41 - Construção de Edifícios,11,green,4120400
11953994,68 - Atividades Imobiliárias,2,red,6821801
56661682,Outros,10,yellow,4321500
24437317,Outros,5,yellow,5611201
44019600,41 - Construção de Edifícios,6,green,4110700
45322017,Outros,22,yellow,8610101
05278613,Outros,7,yellow,8513900
55991912,41 - Construção de Edifícios,27,green,4110700
08197946,Outros,6,yellow,7111100
54798680,68 - Atividades Imobiliárias,3,red,6810202
29711707,Outros,19,yellow,8650006
45981155,41 - Construção de Edifícios,5,green,4120400
34988408,Outros,5,yellow,8630504
57589409,Outros,11,yellow,6462000
36988989,Outros,2,yellow,8630599
18596380,Outros,12,yellow,4755502
57496252,Outros,7,yellow,8630503
03619136,Outros,3,yellow,2330301
02637780,Outros,17,yellow,4744001
57750106,41 - Construção de Edifícios,4,green,4110700
36753763,Outros,5,yellow,6462000
45704669,Outros,5,yellow,5099801
46005113,Outros,14,yellow,5510801
38594226,Outros,4,yellow,8650004
57040497,Outros,26,yellow,8650003
20637353,41 - Construção de Edifícios,38,green,4110700
22375502,Outros,5,yellow,4751201
52191322,Outros,16,yellow,3511501
55752041,Outros,6,yellow,6911701
22956778,Outros,5,yellow,5611201
63810774,Outros,8,yellow,7490104
42015688,Outros,13,yellow,4520007
55410102,Outros,7,yellow,8219999
53516343,Outros,10,yellow,4619200
04146533,Outros,6,yellow,1813001
26714000,Outros,5,yellow,6911701
47371485,41 - Construção de Edifícios,7,green,4120400
53001776,Outros,8,yellow,4644301
40160490,Outros,15,yellow,7020400
46277507,68 - Atividades Imobiliárias,6,red,6810201
55492740,68 - Atividades Imobiliárias,3,red,6821801
56389239,41 - Construção de Edifícios,9,green,4110700
11472533,Outros,5,yellow,6920602
13004042,Outros,29,yellow,4619200
49135720,41 - Construção de Edifícios,17,green,4110700
49404135,68 - Atividades Imobiliárias,39,red,6822600
35426244,Outros,4,yellow,7020400
41185234,Outros,6,yellow,8650001
34905026,Outros,11,yellow,4781400
11414544,Outros,9,yellow,8512100
55572443,Outros,4,yellow,6463800
50781406,Outros,7,yellow,5611205
44173395,Outros,7,yellow,6462000
28681208,Outros,5,yellow,4619200
54828778,Outros,9,yellow,6463800
34467448,41 - Construção de Edifícios,8,green,4110700
58185613,Outros,3,yellow,8211300
39166873,Outros,6,yellow,6462000
44246433,41 - Construção de Edifícios,78,green,4110700
52781311,Outros,6,yellow,5611205
57035228,Outros,4,yellow,6911701
10534199,Outros,27,yellow,4399101
48674324,Outros,2,yellow,8219999
57019757,68 - Atividades Imobiliárias,11,red,6810201
22965051,Outros,10,yellow,5611201
29762953,Outros,7,yellow,6630400
53116811,Outros,3,yellow,4771704
55284964,Outros,7,yellow,8211300
47039189,Outros,6,yellow,7311400
57122594,Outros,7,yellow,8292000
06153285,Outros,10,yellow,6920601
52262984,Outros,15,yellow,4530706
48089475,Outros,29,yellow,6911701
02947120,Outros,5,yellow,6911701
33484115,Outros,14,yellow,8630504
56055054,Outros,3,yellow,0990402
33251249,Outros,2,yellow,6911701
57435663,Outros,11,yellow,7740300
50150082,Outros,34,yellow,6462000
57888682,Outros,8,yellow,5223100
07000217,Outros,5,yellow,8640205
15871610,Outros,12,yellow,1013902
05944021,Outros,7,yellow,7020400
45029722,Outros,11,yellow,2311700
19068930,Outros,7,yellow,8630504
63801096,Outros,4,yellow,2342702
03598742,Outros,18,yellow,4616800
19612158,Outros,7,yellow,8630503
33406765,Outros,5,yellow,6920601
38399727,Outros,5,yellow,8630599
53281247,Outros,19,yellow,8630503
58300883,Outros,3,yellow,8610102
17126371,Outros,11,yellow,8610101
31610950,Outros,6,yellow,4772500
28005376,Outros,5,yellow,7319002
28226844,Outros,30,yellow,4329199
48057294,Outros,7,yellow,9529102
18937799,Outros,5,yellow,8211300
11050213,41 - Construção de Edifícios,24,green,4110700
38322691,41 - Construção de Edifícios,2,green,4120400
54778102,Outros,9,yellow,4771701
11271879,68 - Atividades Imobiliárias,15,red,6822600
03777852,Outros,4,yellow,4744001
07585347,Outros,4,yellow,4761003
45737222,Outros,19,yellow,8610102
19021119,Outros,7,yellow,8599604
40393285,Outros,4,yellow,4729699
37527386,Outros,11,yellow,8610102
01168026,Outros,4,yellow,7722500
55248246,Outros,11,yellow,8592999
03932328,Outros,7,yellow,3101200
13761383,Outros,14,yellow,6619302
45930578,Outros,19,yellow,0724301
08446028,Outros,6,yellow,3811400
04205702,Outros,10,yellow,4321500
40315544,Outros,3,yellow,6204000
06256935,Outros,5,yellow,4784900
34404656,Outros,6,yellow,6204000
29231415,Outros,14,yellow,9001902
11997328,Outros,6,yellow,8610101
02866213,Outros,9,yellow,4761003
32933619,Outros,10,yellow,8610102
18354204,Outros,9,yellow,4761003
34114178,Outros,3,yellow,0220901
57058769,Outros,4,yellow,4712100
27568493,Outros,7,yellow,4641903
83920470,Outros,4,yellow,7711000
10249951,Outros,12,yellow,4731800
11712682,Outros,7,yellow,7120100
38056616,Outros,7,yellow,8211300
14893907,Outros,7,yellow,8211300
52831029,Outros,2,yellow,7111100
12852383,Outros,16,yellow,9329899
51944055,Outros,6,yellow,5611201
45653558,Outros,8,yellow,4520002
34839597,Outros,7,yellow,4616800
07810527,Outros,4,yellow,6911701
56915709,Outros,20,yellow,6462000
15309008,42 - Obras de Infraestrutura,5,blue,4299599
30733896,Outros,3,yellow,9329804
55900198,Outros,6,yellow,8610102
20450398,41 - Construção de Edifícios,7,green,4120400
17458616,68 - Atividades Imobiliárias,12,red,6821801
13065972,41 - Construção de Edifícios,34,green,4110700
28137761,Outros,12,yellow,4721104
54574337,Outros,5,yellow,4763602
33904753,Outros,13,yellow,4530703
29983694,Outros,3,yellow,4511102
04975181,Outros,10,yellow,4731800
43664533,Outros,8,yellow,4789004
36253093,Outros,27,yellow,4541206
02831684,Outros,7,yellow,6920601
46983900,Outros,2,yellow,4771701
11181927,Outros,4,yellow,4618401
47666291,Outros,13,yellow,4520001
44563813,Outros,4,yellow,4789004
06121980,41 - Construção de Edifícios,4,green,4120400
51576659,Outros,5,yellow,7500100
18375101,Outros,5,yellow,4712100
33930331,Outros,14,yellow,5611201
57585885,Outros,35,yellow,8211300
53851546,Outros,7,yellow,4771701
45019725,Outros,4,yellow,4642702
47408113,Outros,6,yellow,8650001
50383902,Outros,20,yellow,4639701
04358394,Outros,7,yellow,4763602
45690390,Outros,4,yellow,4930202
04437238,68 - Atividades Imobiliárias,9,red,6810202
49663562,Outros,8,yellow,3101200
07075205,Outros,3,yellow,4771701
55949966,Outros,3,yellow,4399103
54375531,Outros,3,yellow,8630504
41640208,Outros,9,yellow,4729699
56056738,Outros,4,yellow,9602501
13349467,Outros,10,yellow,3812200
33262190,Outros,5,yellow,4771701
05428809,Outros,2,yellow,4744001
11402578,Outros,5,yellow,8630503
47628709,Outros,5,yellow,8610102
27913379,Outros,17,yellow,1091102
51299309,Outros,8,yellow,8291100
11085522,Outros,5,yellow,4744099
28216982,Outros,9,yellow,6462000
17214018,Outros,10,yellow,8630502
14781584,Outros,6,yellow,8219999
57214547,Outros,4,yellow,9602501
18817255,41 - Construção de Edifícios,41,green,4120400
13759117,41 - Construção de Edifícios,10,green,4120400
08704319,Outros,7,yellow,8640205
33596603,41 - Construção de Edifícios,20,green,4110700
19834369,68 - Atividades Imobiliárias,6,red,6822600
42891238,Outros,7,yellow,4754703
07864785,Outros,41,yellow,4731800
57628134,Outros,6,yellow,7020400
47143868,Outros,8,yellow,4754702
30369379,Outros,14,yellow,4744004
14145403,Outros,28,yellow,6010100
50121556,Outros,6,yellow,4721103
04334784,42 - Obras de Infraestrutura,11,blue,4299599
42493984,Outros,13,yellow,8610101
34922634,Outros,6,yellow,8640202
48968763,41 - Construção de Edifícios,7,green,4110700
04772670,Outros,4,yellow,8650003
30214709,Outros,17,yellow,9512600
54082777,Outros,11,yellow,4623109
39647543,41 - Construção de Edifícios,17,green,4110700
55190812,Outros,7,yellow,4722901
07620517,Outros,7,yellow,8020001
44774200,Outros,15,yellow,4743100
45914643,Outros,5,yellow,4744099
31598630,Outros,8,yellow,9602501
14402035,41 - Construção de Edifícios,16,green,4120400
01672761,Outros,41,yellow,4731800
54835289,Outros,13,yellow,4729602
21641541,Outros,6,yellow,4613300
46897094,Outros,5,yellow,4781400
57157601,Outros,39,yellow,5211799
18665213,41 - Construção de Edifícios,11,green,4120400
51602879,Outros,11,yellow,4754701
41064297,Outros,4,yellow,4632001
32800910,Outros,10,yellow,8599604
51214301,Outros,2,yellow,7112000
05827023,Outros,7,yellow,8630501
41824317,Outros,4,yellow,4763601
49339816,Outros,7,yellow,5229002
15464267,Outros,5,yellow,4541206
28556091,Outros,11,yellow,8211300
55016194,Outros,8,yellow,4712100
10543566,41 - Construção de Edifícios,2,green,4120400
06087327,Outros,13,yellow,4712100
35781981,68 - Atividades Imobiliárias,9,red,6810201
18879278,68 - Atividades Imobiliárias,7,red,6821801
50841256,Outros,40,yellow,4781400
12146034,Outros,19,yellow,8650006
32133519,Outros,5,yellow,8610102
44597273,Outros,7,yellow,8650001
32084868,Outros,4,yellow,8630503
50730997,Outros,8,yellow,5611203
46536584,Outros,4,yellow,4771701
45180493,41 - Construção de Edifícios,5,green,4120400
37310226,41 - Construção de Edifícios,5,green,4110700
55655333,Outros,3,yellow,6619399
56425905,Outros,12,yellow,6462000
48372268,Outros,9,yellow,7723300
50765894,Outros,2,yellow,1412602
51122634,Outros,4,yellow,8630503
42528665,Outros,5,yellow,4754701
55515834,Outros,14,yellow,4637106
05484088,41 - Construção de Edifícios,10,green,4120400
41141272,Outros,5,yellow,4759899
11043165,Outros,4,yellow,8630504
44254467,Outros,7,yellow,6911701
34853168,Outros,4,yellow,2342702
28208758,Outros,3,yellow,1412601
13450053,41 - Construção de Edifícios,10,green,4120400
19164024,Outros,19,yellow,8650006
42482138,Outros,14,yellow,7020400
22326952,Outros,3,yellow,5611201
48440251,Outros,12,yellow,7020400
04410093,Outros,2,yellow,7911200
36673863,Outros,6,yellow,4771701
16723623,Outros,8,yellow,4639701
50507356,Outros,4,yellow,5611203
17266557,Outros,12,yellow,4721104
54168712,41 - Construção de Edifícios,9,green,4120400
56607226,Outros,11,yellow,8211300
53327451,Outros,9,yellow,6110803
49658771,Outros,3,yellow,4729699
10293999,Outros,4,yellow,4731800
24425982,Outros,14,yellow,8640202
14710306,68 - Atividades Imobiliárias,26,red,6810201
24582662,Outros,8,yellow,6462000
54705939,Outros,5,yellow,5611201
44660813,Outros,5,yellow,8630504
05038542,Outros,4,yellow,0151201
44876831,Outros,10,yellow,4530703
30733949,Outros,10,yellow,4789004
25386433,Outros,3,yellow,5229002
15570465,Outros,10,yellow,9521500
48308237,Outros,10,yellow,8299799
51899399,Outros,5,yellow,8230002
46262578,Outros,7,yellow,4619200
14984912,Outros,7,yellow,4755502
14378648,Outros,7,yellow,6462000
48791338,Outros,4,yellow,8630503
51762528,Outros,5,yellow,4759899
17746880,Outros,15,yellow,4784900
07506385,Outros,5,yellow,0119901
06281396,Outros,6,yellow,4637199
21492427,42 - Obras de Infraestrutura,3,blue,4211101
37703341,Outros,5,yellow,4321500
28610706,Outros,9,yellow,9602501
35656907,Outros,11,yellow,4729602
43131212,Outros,5,yellow,4781400
11909509,42 - Obras de Infraestrutura,16,blue,4299599
20618821,Outros,2,yellow,4930202
44990487,Outros,4,yellow,4712100
11398616,41 - Construção de Edifícios,5,green,4120400
16849125,Outros,7,yellow,7733100
57871692,Outros,12,yellow,0154700
04118334,Outros,10,yellow,6462000
22145912,Outros,5,yellow,4783101
33558652,Outros,14,yellow,6920601
17322377,Outros,6,yellow,4721102
45457749,Outros,20,yellow,5611203
45907536,Outros,6,yellow,7119702
21144580,Outros,13,yellow,6462000
37841067,Outros,5,yellow,4744099
58063535,Outros,6,yellow,5611203
44910648,Outros,4,yellow,1091102
27989289,Outros,3,yellow,4520001
49084949,Outros,6,yellow,9313100
09021124,Outros,5,yellow,7911200
44166548,Outros,4,yellow,4729699
10458608,Outros,8,yellow,4751201
48641053,Outros,11,yellow,7490104
56345223,Outros,6,yellow,4399103
07382188,Outros,6,yellow,8630502
54898985,Outros,8,yellow,9319199
45327140,Outros,5,yellow,4771701
22710690,Outros,3,yellow,4741500
38342928,41 - Construção de Edifícios,10,green,4120400
83759910,Outros,11,yellow,4744001
52912260,Outros,5,yellow,4617600
50762504,Outros,5,yellow,8599604
83657999,Outros,4,yellow,6021700
45429714,Outros,12,yellow,6462000
11173735,Outros,3,yellow,2399101
06019099,Outros,6,yellow,4530703
52192449,Outros,8,yellow,4652400
10202385,Outros,20,yellow,7739099
30480786,Outros,14,yellow,4771701
57782858,Outros,7,yellow,7490103
03031874,Outros,4,yellow,4930201
56060720,Outros,12,yellow,4642702
18708608,41 - Construção de Edifícios,27,green,4120400
05595918,Outros,7,yellow,4744005
57859208,Outros,41,yellow,4731800
48633627,Outros,8,yellow,6463800
37505706,Outros,5,yellow,8610102
41164622,68 - Atividades Imobiliárias,2,red,6810201
19432332,Outros,8,yellow,4618401
30804353,Outros,8,yellow,4754701
26337452,Outros,3,yellow,7490104
53579507,Outros,2,yellow,8211300
25290831,41 - Construção de Edifícios,10,green,4110700
29478544,Outros,4,yellow,4744099
36015353,Outros,8,yellow,4729601
04065545,Outros,8,yellow,4781400
35710975,41 - Construção de Edifícios,11,green,4110700
46280550,Outros,7,yellow,7490103
30685974,Outros,3,yellow,3312102
04796905,41 - Construção de Edifícios,4,green,4120400
40281864,Outros,6,yellow,6911701
39684938,Outros,6,yellow,8513900
00784879,41 - Construção de Edifícios,9,green,4110700
28759993,68 - Atividades Imobiliárias,8,red,6822600
04901385,Outros,6,yellow,4617600
29139267,Outros,6,yellow,8630503
22380291,Outros,17,yellow,8230001
13209936,68 - Atividades Imobiliárias,4,red,6821801
11058976,Outros,40,yellow,4712100
10358896,41 - Construção de Edifícios,6,green,4120400
46281097,Outros,7,yellow,5611203
21783481,41 - Construção de Edifícios,21,green,4120400
18393658,68 - Atividades Imobiliárias,7,red,6810202
32564773,Outros,5,yellow,4930202
24108223,42 - Obras de Infraestrutura,2,blue,4211101
31893051,Outros,5,yellow,8121400
24197682,Outros,14,yellow,8610101
25328357,Outros,7,yellow,4618401
42113124,Outros,9,yellow,4754701
53121520,68 - Atividades Imobiliárias,8,red,6810202
35517311,Outros,19,yellow,4619200
07828497,Outros,10,yellow,9521500
24582596,Outros,4,yellow,1012101
30874272,Outros,15,yellow,4744099
48520164,Outros,11,yellow,8610101
30789357,Outros,7,yellow,4781400
40702960,Outros,10,yellow,6190601
83917104,Outros,4,yellow,4761003
10844923,Outros,10,yellow,8299706
54896922,Outros,2,yellow,6462000
23689512,Outros,5,yellow,5021102
57711501,Outros,8,yellow,8640207
29842764,Outros,3,yellow,4520001
32889202,Outros,6,yellow,4789009
34927765,Outros,5,yellow,7810800
34972321,Outros,4,yellow,8640202
01204185,Outros,3,yellow,4771701
18751399,Outros,6,yellow,4313400
36566244,Outros,17,yellow,4789005
03956459,41 - Construção de Edifícios,5,green,4120400
45609353,Outros,6,yellow,8630503
48659956,Outros,7,yellow,8630504
47739796,Outros,13,yellow,5320202
33151180,Outros,6,yellow,8121400
32399536,Outros,5,yellow,4663000
49944478,Outros,6,yellow,4729699
36986868,Outros,3,yellow,8630502
17489551,Outros,11,yellow,4530703
56258608,Outros,5,yellow,7731400
33258562,Outros,7,yellow,8630503
50152207,Outros,5,yellow,7119704
35429374,68 - Atividades Imobiliárias,5,red,6810202
44266895,Outros,5,yellow,4744001
44316688,Outros,4,yellow,4712100
28123922,Outros,10,yellow,4930202
57387226,Outros,19,yellow,1063500
22169745,Outros,5,yellow,1610203
55309208,Outros,4,yellow,4645101
08528519,Outros,41,yellow,4731800
48198589,Outros,9,yellow,4722901
57860781,Outros,4,yellow,7119701
50826962,Outros,7,yellow,6462000
